healpix,GGDrlen,GGDalpha,GGDbeta
10609,184.806060295171,0.646444747425145,4.00776254832155
10610,958.402916602664,0.900542478105869,2.58046616904898
10611,389.3332449744,0.71845146823637,2.75893502501551
10612,0.160280077777667,0.308779170646255,5.82503160854913
10613,569.080360722638,0.706897294563157,2.27155246675326
10614,0.0025930327187492,0.250564787961061,7.15522549660024
10615,9.3045739532637,0.418198096881845,3.89621773751119
10616,2602.8845411033,1.18663987054403,2.04719257250372
10617,3829.84806744901,1.36664212641562,1.50334583557164
10618,3694.94427556898,1.51378905339142,1.88238779754138
10619,5561.39549294615,2.00944197272439,1.66706504146509
10620,5769.50238315402,1.72634339184188,1.14975357473948
10621,9544.43959774448,3.13746622032626,0.62682154756347
10622,6682.14794842886,2.40635478311782,1.57837180069343
10623,7809.07776312747,2.90158021178176,1.38378537932774
10624,1427.66130444896,1.32941870158013,2.58630314500329
10625,740.654355044523,0.935473206623294,3.10394596522092
10626,2678.88899805957,1.26197795071134,1.76355877689976
10627,3067.92737384142,1.3511773226586,1.89714532980447
10628,180.017600554291,0.640645147511676,3.44160878760637
10629,1446.99136080244,0.971890377757363,2.10554889945245
10630,1978.21690540686,1.12219137238772,2.0416221333675
10631,2653.11772027888,1.30043824777271,1.94568310312148
10632,4616.88945189157,1.75077622684062,1.72662813370739
10633,4027.43915963896,1.61224040832177,1.69427230003494
10634,3550.67825322305,1.45124489808042,1.6822791563687
10635,3504.39679032526,1.40210714402997,1.56948529095877
10636,3520.11626170001,1.47508570824528,1.71636899954085
10637,3499.50301210682,1.43281944835843,1.60252858895908
10638,3530.26772256305,1.38140582197053,1.4706921949255
10639,3762.75772339747,1.398005358556,1.31884691895504
10640,1723.76348950988,1.03878024373296,2.11519519438664
10641,2296.3651432663,1.18369113342801,1.98144168922
10642,3547.27767297097,1.50684377063588,1.7430706720358
10643,3273.69900218406,1.43092522367558,1.71662618309476
10644,3180.07559382877,1.4213672330641,1.92655949487567
10645,1949.10224714878,1.13894728291321,2.08197800140064
10646,2863.84675225689,1.33405102137729,1.71673418288485
10647,2638.40838999528,1.26468580386113,1.69382341425254
10648,2924.21579622835,1.30563677052272,1.63980351210676
10649,2387.72456315091,1.18359098163533,1.60961149019214
10650,3671.57980354431,1.37514584558948,1.24624813552855
10651,3951.95703549202,1.43036134973411,1.11729332864879
10652,3582.60414023198,1.40687847810672,1.33471800658466
10653,2623.81942486295,1.23063338045811,1.47945913669213
10654,4496.75943399179,1.54626716850933,0.971615065938527
10655,4501.4054921295,1.56872185441705,0.92065805963827
10656,2998.88186123715,1.27697279882172,1.50080261939514
10657,2897.83985679274,1.22467508961285,1.41771227689544
10658,2942.40533052522,1.21394268952808,1.237873689134
10659,3488.33581287344,1.29781740209026,1.06056249648567
10660,3625.01529242126,1.34457748837985,1.16873914650219
10661,3927.85863201189,1.39642333359709,1.03635680136009
10662,3695.67281942634,1.3059618612162,0.975910539936358
10663,4339.12378157037,1.42657407611593,0.828757715177606
10664,2920.8367167584,1.17816070165323,1.05794856138404
10665,3528.55760614056,1.27632041646737,0.89820130754971
10666,3554.4825387783,1.27708902826018,0.811088308668126
10667,3888.56026258589,1.32817273066176,0.733468710164954
10668,4242.30644611042,1.40908733602607,0.750576441729576
10669,4302.08485261268,1.41292181400888,0.720589112099706
10670,4174.11935472138,1.37027609999493,0.668671413216718
10671,4343.84932336432,1.39859162179705,0.631975200595698
10672,3932.21316209482,1.40204605507022,0.976108637304726
10673,4790.83692691305,1.57631621807905,0.813014442870111
10674,4800.63085627373,1.51613006267323,0.741915964475419
10675,5515.97298465507,1.72172708634069,0.616084310739462
10676,5107.41891968051,1.65002864719089,0.752972134197717
10677,6025.77553477886,1.87593497481598,0.63767230329046
10678,4573.68481329545,1.49619548226235,0.717604202350181
10679,6265.25230397737,1.92511740200334,0.526775511149062
10680,4348.23544883626,1.43184881405459,0.673850400102192
10681,4830.36444071074,1.59292028450253,0.565956323431154
10682,3653.79784426393,1.27571079145168,0.69846960304081
10683,5161.74518032331,1.63639606251069,0.481918801279797
10684,5120.5661528176,1.60450878478311,0.552762185926695
10685,6742.317611387,1.96593429862358,0.456240943814094
10686,6429.60901530157,1.93412378458493,0.36500169079235
10687,6301.29543798799,1.8015718363577,0.45325256283413
10688,1913.25197528694,1.13081435081758,2.06550011303572
10689,3553.29651609429,1.49072144501177,1.69575704013046
10690,2527.84091200659,1.24537045534447,1.68871797511385
10691,3339.89748375137,1.40616380212326,1.49995309990947
